Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross,Year,Profit,ROI,Decade
5293,1915-08-02,The Birth of a Nation,110000,11000000,10000000,1915,10890000,9900.0,1910
5230,1916-12-24,"20,000 Leagues Under the Sea",200000,8000000,8000000,1916,7800000,3900.0,1910
5299,1920-09-17,Over the Hill to the Poorhouse,100000,3000000,3000000,1920,2900000,2900.0,1920
5222,1925-01-01,The Big Parade,245000,22000000,11000000,1925,21755000,8879.591836734695,1920
4250,1925-12-30,Ben-Hur,3900000,9000000,9000000,1925,5100000,130.76923076923077,1920
5141,1929-01-02,The Broadway Melody,379000,4358000,2800000,1929,3979000,1049.8680738786281,1920
5043,1931-12-31,Mata Hari,558000,900000,900000,1931,342000,61.29032258064516,1930
5017,1933-07-04,King Kong,672000,10000650,10000000,1933,9328650,1388.1919642857144,1930
5234,1933-09-02,She Done Him Wrong,200000,2000000,2000000,1933,1800000,900.0,1930
5120,1933-09-03,42nd Street,439000,2281000,1438000,1933,1842000,419.5899772209567,1930
5154,1934-01-01,It Happened One Night,325000,2500000,2500000,1934,2175000,669.2307692307693,1930
5025,1935-06-09,Top Hat,609000,3202000,1782000,1935,2593000,425.7799671592775,1930
4738,1936-05-02,Modern Times,1500000,165049,163245,1936,-1334951,-88.99673333333334,1930
4768,1936-06-26,San Francisco,1300000,5273000,2868000,1936,3973000,305.61538461538464,1930
4570,1938-01-01,Alexander's Ragtime Band,2000000,4000000,4000000,1938,2000000,100.0,1930
4693,1938-01-01,You Can't Take It With You,1644000,4000000,4000000,1938,2356000,143.30900243309003,1930
4712,1939-01-01,Mr. Smith Goes To Washington,1500000,9000000,9000000,1939,7500000,500.0,1930
4447,1939-08-25,The Wizard of Oz,2777000,33754967,33711566,1939,30977967,1115.519157364062,1930
4248,1939-12-15,Gone with the Wind,3900000,390525192,198680470,1939,386625192,9913.466461538463,1930
4556,1940-01-01,Boom Town,2000000,9172000,9172000,1940,7172000,358.59999999999997,1940
4783,1940-01-01,Rebecca,1288000,6000000,6000000,1940,4712000,365.8385093167702,1940
4524,1940-11-13,Fantasia,2280000,83320000,83320000,1940,81040000,3554.385964912281,1940
5283,1942-11-16,Cat People,134000,8000000,4000000,1942,7866000,5870.149253731343,1940
4839,1943-01-23,Casablanca,1039000,10462500,10462500,1943,9423500,906.977863330125,1940
4457,1943-12-24,A Guy Named Joe,2627000,5363000,5363000,1943,2736000,104.14921964217739,1940
4515,1944-01-01,Bathing Beauty,2361000,3500000,3500000,1944,1139000,48.24227022448115,1940
3949,1944-01-08,Wilson,5200000,2000000,2000000,1944,-3200000,-61.53846153846154,1940
4530,1945-01-01,The Valley of Decision,2160000,9132000,9132000,1945,6972000,322.77777777777777,1940
4785,1945-01-01,The Lost Weekend,1250000,11000000,11000000,1945,9750000,780.0,1940
4716,1945-10-31,Spellbound,1500000,7000000,7000000,1945,5500000,366.66666666666663,1940
4327,1946-01-01,It's a Wonderful Life,3180000,9576159,6600000,1946,6396159,201.13707547169813,1940
4545,1946-01-01,Notorious,2000000,24464742,24464742,1946,22464742,1123.2371,1940
4533,1946-11-21,The Best Years of Our Lives,2100000,23600000,23600000,1946,21500000,1023.8095238095237,1940
3845,1946-12-31,Duel in the Sun,6000000,20400000,20400000,1946,14400000,240.0,1940
4557,1947-01-01,Gentleman's Agreement,2000000,7800000,7800000,1947,5800000,290.0,1940
4260,1948-01-01,The Pirate,3700000,2956000,2956000,1948,-744000,-20.10810810810811,1940
4361,1948-01-01,Red River,3000000,9012000,9012000,1948,6012000,200.4,1940
4695,1949-01-01,She Wore a Yellow Ribbon,1600000,5400000,5400000,1949,3800000,237.5,1940
4857,1949-01-01,Sands of Iwo Jima,1000000,7800000,7800000,1949,6800000,680.0,1940
4434,1950-02-15,Cinderella,2900000,263591415,85000000,1950,260691415,8989.359137931035,1950
4255,1950-05-17,Annie Get Your Gun,3768785,8000000,8000000,1950,4231215,112.27000213596689,1950
3593,1951-02-23,Quo Vadis?,8250000,30022000,30000000,1951,21772000,263.9030303030303,1950
4797,1951-03-07,Strangers on a Train,1200000,7000000,7000000,1951,5800000,483.3333333333333,1950
4666,1951-09-18,A Streetcar Named Desire,1800000,8000000,8000000,1951,6200000,344.44444444444446,1950
4517,1951-09-24,Show Boat,2300000,11000000,11000000,1951,8700000,378.2608695652174,1950
5009,1952-01-01,High Noon,730000,8000000,8000000,1952,7270000,995.890410958904,1950
4166,1952-10-01,The Greatest Show on Earth,4000000,36000000,36000000,1952,32000000,800.0,1950
4468,1952-10-04,Singin' in the Rain,2540000,7200000,7200000,1952,4660000,183.46456692913387,1950
4788,1953-01-21,Niagara,1250000,2500000,2500000,1953,1250000,100.0,1950
4162,1953-05-02,Peter Pan,4000000,87400000,87400000,1953,83400000,2085.0,1950
4692,1953-05-08,From Here to Eternity,1650000,30500000,30500000,1953,28850000,1748.4848484848485,1950
5227,1953-06-13,"The Beast from 20,000 Fathoms",210000,5000000,5000000,1953,4790000,2280.952380952381,1950
3969,1953-09-16,The Robe,5000000,36000000,36000000,1953,31000000,620.0,1950
5018,1953-10-04,House of Wax,658000,23800000,23800000,1953,23142000,3517.0212765957444,1950
3999,1954-01-01,The Egyptian,5000000,15000000,15000000,1954,10000000,200.0,1950
4959,1954-07-28,On the Waterfront,910000,9600000,9600000,1954,8690000,954.945054945055,1950
3973,1954-12-23,"20,000 Leagues Under the Sea",5000000,28200000,28200000,1954,23200000,463.99999999999994,1950
4798,1955-03-10,The Trouble With Harry,1200000,7000000,7000000,1955,5800000,483.3333333333333,1950
3853,1956-01-01,War and Peace,6000000,12500000,12500000,1956,6500000,108.33333333333333,1950
4119,1956-01-01,Moby Dick,4500000,10400000,10400000,1956,5900000,131.11111111111111,1950
4177,1956-01-01,Trapeze,4000000,14400000,14400000,1956,10400000,260.0,1950
4856,1956-01-01,Love Me Tender,1000000,9000000,9000000,1956,8000000,800.0,1950
4310,1956-02-16,Carousel,3380000,3220,0,1956,-3376780,-99.90473372781065,1950
3020,1956-05-10,The Ten Commandments,13500000,80000000,80000000,1956,66500000,492.59259259259255,1950
3835,1956-10-17,Around the World in 80 Days,6000000,42000000,42000000,1956,36000000,600.0,1950
5067,1956-11-19,Shichinin no samurai,500000,271736,271736,1956,-228264,-45.6528,1950
4804,1956-12-23,The Wrong Man,1200000,2000000,2000000,1956,800000,66.66666666666666,1950
4015,1957-01-01,A Farewell To Arms,5000000,11014685,11000000,1957,6014685,120.29369999999999,1950
4337,1957-12-18,The Bridge on the River Kwai,3000000,33300000,33300000,1957,30300000,1010.0,1950
4348,1958-09-20,Cat on a Hot Tin Roof,3000000,17570324,17570324,1958,14570324,485.67746666666665,1950
4016,1959-01-01,Solomon and Sheba,5000000,11000000,11000000,1959,6000000,120.0,1950
4274,1959-01-01,The Nun's Story,3500000,12800000,12800000,1959,9300000,265.7142857142857,1950
4440,1959-03-29,Some Like it Hot,2883848,25000000,25000000,1959,22116152,766.8972844615944,1950
2802,1959-11-18,Ben-Hur,15000000,73000000,73000000,1959,58000000,386.6666666666667,1950
4171,1960-01-01,Exodus,4000000,21750000,21750000,1960,17750000,443.75,1960
4347,1960-01-01,The Apartment,3000000,24600000,18600000,1960,21600000,720.0,1960
4357,1960-01-01,Elmer Gantry,3000000,10400000,10400000,1960,7400000,246.66666666666669,1960
3151,1960-07-10,Spartacus,12000000,60000000,30000000,1960,48000000,400.0,1960
3185,1960-10-24,The Alamo,12000000,7900000,7900000,1960,-4100000,-34.166666666666664,1960
4189,1961-01-01,The Misfits,4000000,8200000,8200000,1961,4200000,105.0,1960
4359,1961-01-01,Judgment at Nuremberg,3000000,10000000,10000000,1961,7000000,233.33333333333334,1960
4436,1961-01-01,Pocketful of Miracles,2900000,5000000,5000000,1961,2100000,72.41379310344827,1960
4558,1961-09-25,The Hustler,2000000,7600000,7600000,1961,5600000,280.0,1960
3834,1961-10-18,West Side Story,6000000,43700000,43700000,1961,37700000,628.3333333333334,1960
4322,1962-01-01,The Man Who Shot Liberty Valance,3200000,8000000,8000000,1962,4800000,150.0,1960
4555,1962-01-01,Lolita,2000000,9250000,9250000,1962,7250000,362.5,1960
3320,1962-04-10,The Longest Day,10000000,50100000,39100000,1962,40100000,401.0,1960
2546,1962-08-11,Mutiny on The Bounty,19000000,13680000,13680000,1962,-5320000,-28.000000000000004,1960
4122,1962-09-03,State Fair,4500000,3500000,3500000,1962,-1000000,-22.22222222222222,1960
2827,1962-12-16,Lawrence of Arabia,15000000,69995385,37495385,1962,54995385,366.6359,1960
4550,1962-12-25,To Kill A Mockingbird,2000000,13129846,13129846,1962,11129846,556.4923,1960
2698,1963-01-01,55 Days at Peking,17000000,10000000,10000000,1963,-7000000,-41.17647058823529,1960
4454,1963-01-01,Donovan's Reef,2686000,6600000,6600000,1963,3914000,145.71854058078927,1960
4478,1963-05-29,Hud,2500000,10000000,10000000,1963,7500000,300.0,1960
4842,1963-07-10,Tom Jones,1000000,37600000,37600000,1963,36600000,3660.0,1960
3501,1963-07-11,It's a Mad Mad Mad Mad World,9400000,60000000,46300000,1963,50600000,538.2978723404256,1960
4849,1963-08-05,Dr. No,1000000,59567035,16067035,1963,58567035,5856.7035,1960
4181,1963-08-08,The Great Escape,4000000,11744471,11744471,1963,7744471,193.611775,1960
1253,1963-12-06,Cleopatra,42000000,71000000,57000000,1963,29000000,69.04761904761905,1960
2552,1964-01-01,The Fall of the Roman Empire,19000000,4750000,4750000,1964,-14250000,-75.0,1960
4664,1964-01-29,Dr. Strangelove,1800000,9164370,9164370,1964,7364370,409.13166666666666,1960
4543,1964-08-04,From Russia With Love,2000000,78900000,24800000,1964,76900000,3845.0000000000005,1960
3832,1964-08-26,Mary Poppins,6000000,102300000,102300000,1964,96300000,1605.0,1960
2670,1964-10-22,My Fair Lady,17000000,72070955,72000000,1964,55070955,323.946794117647,1960
5040,1964-11-08,A Hard Day's Night,560000,1597233,1537860,1964,1037233,185.22017857142856,1960
4334,1964-12-22,Goldfinger,3000000,124900000,51100000,1964,121900000,4063.3333333333335,1960
3594,1965-02-03,The Sound of Music,8200000,286214286,163214286,1965,278014286,3390.4181219512197,1960
2425,1965-02-15,The Greatest Story Ever Told,20000000,15473333,15473333,1965,-4526667,-22.633335,1960
3907,1965-07-03,The Train,5800000,6800000,6800000,1965,1000000,17.24137931034483,1960
4254,1965-07-04,Major Dundee,3800000,14873,14873,1965,-3785127,-99.60860526315788,1960
3241,1965-12-22,Doctor Zhivago,11000000,111859493,111721000,1965,100859493,916.9044818181819,1960
3514,1965-12-29,Thunderball,9000000,141200000,63600000,1965,132200000,1468.888888888889,1960
4276,1966-02-23,Harper,3500000,12000000,12000000,1966,8500000,242.85714285714283,1960
4354,1966-07-16,Torn Curtain,3000000,13000000,13000000,1966,10000000,333.33333333333337,1960
2831,1966-10-10,Hawaii,15000000,34562222,34562222,1966,19562222,130.41481333333334,1960
4249,1966-12-12,A Man for All Seasons,3900000,28350000,28350000,1966,24450000,626.9230769230769,1960
4273,1967-01-01,In Cold Blood,3500000,13007551,13000000,1967,9507551,271.6443142857143,1960
5232,1967-01-18,Per un pugno di dollari,200000,3500000,3500000,1967,3300000,1650.0,1960
4546,1967-02-08,In the Heat of the Night,2000000,24391108,24379978,1967,22391108,1119.5554,1960
3159,1967-04-28,Casino Royale,12000000,41744718,22744718,1967,29744718,247.87265,1960
3496,1967-06-13,You Only Live Twice,9500000,111600000,43100000,1967,102100000,1074.7368421052631,1960
5029,1967-10-05,Per qualche dollaro in più,600000,4300000,4300000,1967,3700000,616.6666666666667,1960
4799,1967-12-29,"Il buono, il brutto, il cattivo",1200000,6100000,6100000,1967,4900000,408.3333333333333,1960
4757,1968-01-01,Shalako,1455000,2620000,2620000,1968,1165000,80.06872852233677,1960
3295,1968-02-04,2001: A Space Odyssey,10500000,68700000,56700000,1968,58200000,554.2857142857142,1960
4667,1968-03-08,Hang 'em High,1800000,6800000,6800000,1968,5000000,277.77777777777777,1960
5008,1968-06-25,La mariée était en noir ,747000,44566,44566,1968,-702434,-94.03400267737617,1960
3906,1968-08-02,The Planet of the Apes,5800000,33395426,33395426,1968,27595426,475.78320689655175,1960
3323,1968-11-12,Oliver!,10000000,37402877,37402877,1968,27402877,274.02877,1960
4321,1968-12-06,Rosemary's Baby,3200000,33395426,33395426,1968,30195426,943.6070625,1960
2465,1969-01-01,Sweet Charity,20000000,8000000,8000000,1969,-12000000,-60.0,1960
4263,1969-05-25,Midnight Cowboy,3600000,44785053,44785053,1969,41185053,1144.02925,1960
4032,1969-05-28,C'era una volta il West,5000000,5321508,5321508,1969,321508,6.43016,1960
3883,1969-06-18,The Wild Bunch,6000000,509424,509424,1969,-5490576,-91.5096,1960
2375,1969-10-15,Paint Your Wagon,20000000,31678778,31678778,1969,11678778,58.393890000000006,1960
3831,1969-10-24,Butch Cassidy and the Sundance Kid,6000000,102308900,102308900,1969,96308900,1605.1483333333333,1960
2175,1969-12-16,"Hello, Dolly",24000000,33208099,33208099,1969,9208099,38.36707916666667,1960
3613,1969-12-18,On Her Majesty's Secret Service,8000000,82000000,22800000,1969,74000000,925.0,1960
4195,1969-12-19,Topaz,4000000,6000000,6000000,1969,2000000,50.0,1960
2270,1970-01-01,Darling Lili,22000000,5000000,5000000,1970,-17000000,-77.27272727272727,1970
3136,1970-01-01,Patton,12000000,62500000,62500000,1970,50500000,420.8333333333333,1970
3277,1970-01-01,The Molly Maguires,11000000,2200000,2200000,1970,-8800000,-80.0,1970
4265,1970-01-01,M*A*S*H,3500000,81600000,81600000,1970,78100000,2231.428571428571,1970
4855,1970-01-01,Beyond the Valley of the Dolls,1000000,9000000,9000000,1970,8000000,800.0,1970
5027,1970-03-26,Woodstock,600000,34505110,34505110,1970,33905110,5650.8516666666665,1970
4259,1970-05-13,The Ballad of Cable Hogue,3716946,5000000,3500000,1970,1283054,34.51903794136369,1970
4349,1970-05-26,Beneath the Planet of the Apes,3000000,17489009,17489009,1970,14489009,482.9669666666667,1970
2598,1970-06-24,Catch-22,18000000,24911670,24911670,1970,6911670,38.39816666666667,1970
2076,1970-09-23,"Tora, Tora, Tora",25000000,29548291,29548291,1970,4548291,18.193164,1970
3512,1971-01-01,Fiddler on the Roof,9000000,80500000,80500000,1971,71500000,794.4444444444445,1970
3809,1971-01-01,The Andromeda Strain,6500000,12376563,12376563,1971,5876563,90.40866153846154,1970
4477,1971-01-01,Escape from the Planet of the Apes,2500000,12300000,12300000,1971,9800000,392.0,1970
4379,1971-06-30,Willy Wonka & the Chocolate Factory,3000000,4000000,4000000,1971,1000000,33.33333333333333,1970
4526,1971-09-10,The French Connection,2200000,41158757,41158757,1971,38958757,1770.8525909090908,1970
3705,1971-12-17,Diamonds Are Forever,7200000,116000000,43800000,1971,108800000,1511.111111111111,1970
4686,1972-01-01,Conquest of the Planet of the Apes,1700000,9700000,9700000,1972,8000000,470.5882352941177,1970
3709,1972-03-15,The Godfather,7000000,268500000,134966411,1972,261500000,3735.7142857142853,1970
4275,1972-06-21,Frenzy,3500000,12600000,12600000,1972,9100000,260.0,1970
5314,1972-08-30,The Last House on the Left,87000,3100000,3100000,1972,3013000,3463.218390804597,1970
4548,1972-11-08,Everything You Always Wanted to Know,2000000,18016290,18016290,1972,16016290,800.8145000000001,1970
4665,1973-01-01,Battle for the Planet of the Apes,1800000,8800000,8800000,1973,7000000,388.88888888888886,1970
4106,1973-05-23,Pat Garrett and Billy the Kid,4638783,11000000,8000000,1973,6361217,137.13116134123973,1970
3714,1973-06-27,Live and Let Die,7000000,161800000,35400000,1973,154800000,2211.4285714285716,1970
3926,1973-08-22,High Plains Drifter,5500000,15700000,15700000,1973,10200000,185.45454545454544,1970
4547,1973-12-17,Sleeper,2000000,18344729,18344729,1973,16344729,817.2364500000001,1970
3921,1973-12-25,The Sting,5500000,159616327,159616327,1973,154116327,2802.115036363636,1970
3121,1973-12-26,The Exorcist,12000000,400214478,202347346,1973,388214478,3235.1206500000003,1970
4458,1974-01-01,Blazing Saddles,2600000,119500000,119500000,1974,116900000,4496.153846153846,1970
3720,1974-03-29,The Great Gatsby,7000000,26533200,26533200,1974,19533200,279.0457142857143,1970
4696,1974-07-04,The Conversation,1600000,4420000,4420000,1974,2820000,176.25,1970
3038,1974-11-12,The Godfather: Part II,13000000,57300000,57300000,1974,44300000,340.7692307692308,1970
5049,1974-11-15,Benji,500000,31559560,31559560,1974,31059560,6211.912,1970
4442,1974-12-15,Young Frankenstein,2800000,86300000,86300000,1974,83500000,2982.1428571428573,1970
2961,1974-12-17,Towering Inferno,14000000,139700000,116000000,1974,125700000,897.8571428571428,1970
4176,1974-12-17,The Front Page,4000000,15000000,15000000,1974,11000000,275.0,1970
3726,1974-12-20,The Man with the Golden Gun,7000000,97600000,21000000,1974,90600000,1294.2857142857142,1970
3261,1975-01-01,Barry Lyndon,11000000,20169934,20000000,1975,9169934,83.36303636363637,1970
3968,1975-05-16,The Return of the Pink Panther,5000000,41833347,41833347,1975,36833347,736.6669400000001,1970
3120,1975-06-20,Jaws,12000000,470700000,260000000,1975,458700000,3822.5,1970
5125,1975-10-05,Monty Python and the Holy Grail,400000,5028948,3427696,1975,4628948,1157.2369999999999,1970
4344,1975-10-06,Love and Death,3000000,20123742,20123742,1975,17123742,570.7914,1970
4145,1975-11-19,One Flew Over the Cuckoo's Nest,4400000,108981275,108981275,1975,104581275,2376.847159090909,1970
3723,1976-01-01,Logan's Run,7000000,25000000,25000000,1976,18000000,257.14285714285717,1970
